1;Wir GRÜNEN setzen auf ein tolerantes und weltoffenes Wuppertal. Alle Bürger*innen, egal welcher religiösen, politischen und sexuellen Ausrichtung, sollen gemeinsam in Frieden und Freiheit miteinander leben können. Rechtsextremistische Strömungen müssen bekämpft werden. Als Prävention halten wir u.a. die Fortbildung von Erzieher*innen und Eltern für wichtig und wollen auch in der Jugendbildung in den Stadtteilen durch flexible Projektangebote den Neonazis den Boden entziehen.  
1;Menschen aus bildungsfernen Schichten und mit Migrationshintergrund müssen in der Lage sein, Bescheide und Anträge selbständig lesen und bearbeiten zu können. Nur so ist die bedingungslose Teilhabe am gesellschaftlichen Leben möglich.
1;Wir wollen den digitalen Wandel für alle nutzbar machen. Gerade die Verfügbarkeit von Daten und Informationen ist aus unserer Sicht ein wichtiger Baustein für bessere Mitwirkungsmöglichkeiten der Bürgerinnen und Bürger und höhere Akzeptanz von politischen Entscheidungsprozessen. 
0;Die nachhaltige Lösung der kommunalen Finanzprobleme kann letztlich nur durch entspreche Hilfen von Land und Bund erfolgen. Trotzdem ist Öffentlichkeitsbeteiligung bei wichtigen politischen Projekten wichtig für ihre Akzeptanz und die Verhinderung langfristiger Folgekosten. Wir wollen die Menschen außerdem noch  intensiver an der Aufstellung des städtischen Haushaltes beteiligen als bisher, denn die politischen Schwerpunkte müssen auch in einer finanzschwachen Kommune mit den Bürger*innen gemeinsam gesetzt werden. 
1;Die Liveübertragungen, die unter anderem auf Initiative der Grünen hin eingeführt wurden, haben sich etabliert und die Zugriffszahlen lassen darauf schließen, dass das Angebot auch angenommen wird. Daher wollen wir die Übertragung dauerhaft weiterführen. 
1;Die Schulsozialarbeit ist in Wuppertal unverzichtbar geworden, da sie dazu beiträgt, dass insbesondere Kinder aus sozial schwierigen Elternhäusern eine Teilhabe an gesellschaftlichen und schulischen Prozessen ermöglicht wird. Daher haben wir GRÜNE auch die Initiative zur befristeten Fortführung der Schulsozialarbeit bis Ende 2014 aus städtischen Mitteln mit in den Rat eingebracht und Bund und Land dazu aufgerufen, sich endlich in der Frage der Zuständigkeit zur dauerhaften Weiterfinanzierung zu einigen.  
1;Trotz neuer sechster Gesamtschule ist der Überhang bei der Nachfrage immer noch immens. Insbesondere im Osten der Stadt gibt es erheblichen Bedarf nach mehr Gesamtschulplätzen. Darauf haben wir GRÜNE immer hingewiesen und werden uns auch weiterhin für eine Lösung des Problems der fehlenden Plätze im Bereich des längeren gemeinsamen Lernens stark machen. 
-1;Sowohl für die Schulen als auch im vorschulischen Bereich fehlen Betreuungsplätze in hoher Zahl. Bei den Schulen hat Wuppertal in den ersten Jahren vergleichsweise schnell eine Versorgungsquote von 25% erreicht, danach wurden allerdings kaum noch zusätzliche Plätze geschaffen. Und auch bei den KiTas ist der Nachfrageüberhang noch wesentlich zu groß. Bei den Ganztagsschulen wollen wir eine neue Ausbauoffensive starten. Unter anderem wurde auf grüne Initiative im letzten Jahr die Schaffung von 1.000 neuen Plätzen in den nächsten 5 Jahren als ein erster Schritt beschlossen.
0;Lebensbegleitende Weiterbildung ist ein wichtiger Baustein, um berufliche und gesellschaftliche Teilhabe zu ermöglichen. In den letzten Jahren sind durch die Zusammenarbeit zwischen Wuppertal und Solingen viele Angebote erhalten worden, die ohne diese Kooperation möglicherweise nicht mehr hätten vorgehalten werden können. Allerdings werden wir darauf achten, dass nicht durch weitere Sparvorgaben der Mitgliedskommunen der Zugang zu den Bildungsangeboten der VHS oder die Angebote eingeschränkt werden.
1;Wuppertal MUSS mehr als die vom Land bereitgestellten Mittel investieren, da Inklusion eine gemeinsame Aufgabe ALLER politischer Ebenen ist. Schon heute muss bei Neubaumaßnahmen die Barrierefreiheit gewährleistet werden. Auch für den Schulbereich muss endlich ein Inklusionsplan vorgelegt werden, der aufzeigt, wie der Rechtsanspruch auf inklusive Beschulung auch erfüllt werden kann. Wuppertal braucht eine/n Inklusionsmanager*in, die/der alle Aktivitäten auf dem Weg zu einer inklusiven Stadt koordiniert.
-1;Kunst und Kultur sind wichtig als Teil und Motor der gesellschaftlichen Entwicklung. Kulturförderung ist eine Investition für das Jetzt, Hier und Heute und für die Zukunft. Wir brauchen vor allem Kultur für ALLE und in ALLEN Stadtteilen der Stadt. In der Verwaltung muss ressortübergreifend zusammengearbeitet werden, um Initiativen „von unten“ Entfaltungsräume zu schaffen. „Kultur für alle“ bedeute auch, Bevölkerungsgruppen Zugang zu den Angeboten zu schaffen, die bislang nicht erreicht wurden.
1;Dabei sollten Menschen mit Behinderung nicht nur als „Konsument*innen“ die Angebote nutzen können, sondern auch selbst z.B. künstlerisch aktiv werden können wie dies in integrativen Theaterprojekten bereits geschieht.
1;Künstlerinnen und Künstler leben mit ihren Familien in Wuppertal und bereichern unsere Stadt, weil sie ihre Kunst in vielfältiger Weise in unsere Gesellschaft einbringen. Sie sind auch Arbeitnehmer*innen, die nicht über „Zeitverträge“ geknebelt und als Ware gehandelt werden dürfen. Künstlerische Qualität braucht materielle Sicherheit und schafft eine gute Presse, ein zufriedenes Publikum und zufrieden stellende Besucher*innenzahlen.
0;Ein Denkmal von Friedrich Engels als einer der größten Persönlichkeiten der Stadt begrüßen wir grundsätzlich. Dass dieses als Geschenk aus China kommt halten wir für problematisch, denn die Menschenrechte werden dort nicht eingehalten. Die Aufgabe aller Demokrat*innen ist es, Missstände aufzudecken und dagegen zu protestieren. Die Annahme eines Geschenkes aus China ist deshalb nicht nur ein Anlass zur Freude. 
0;Aufgabe der Kommunalpolitiker*innen ist es, zu einem verträglichen Miteinander beizutragen. Im Luisenviertel ist das in den letzten Jahren gelungen. Im Einzelfall kann eine Reduzierung der Flächen für die Außengastronomie dazu beitragen. Bei Problemen fehlt es oft an der Kommunikation zwischen Gastronom*innen und Anwohner*innen. 
1;Wir wollen die WSW in kommunaler Hand. Dafür müssen wir die 33prozentige Beteiligung von GDF Suez an den Stadtwerken rückgängig machen. Weil der Rückkauf der Anteile ca. 300 Mio. Euro kostet, kann dieses Ziel nur langfristig erreicht werden. 
1;Menschen mit Behinderung haben ein Recht auf Arbeit und faire Entlohnung. Dabei sollen sie selbst entscheiden, ob sie in einer Werkstatt oder einem Unternehmen oder einer Behörde arbeiten möchten. Notwendige Hilfen müssen ihnen am Arbeitsplatz zur Verfügung gestellt werden. Die Gesellschaft muss anerkennen, dass Menschen mit Behinderung in der Lage und motiviert sind, Leistungen zu erbringen.
-1;Ganz im Gegenteil: die Haushaltslage verbietet es, einseitig auf fossile Energieträger zu setzen, deren Kosten in den nächsten Jahren weiter steigen. Um zukunftsfähig zu werden, brauchen wir die Energie- und Verkehrswende. Das ist gut für die Wirtschaft und schafft grüne Arbeitsplätze. Wir setzen uns für eine 100% Erneuerbare Energien Region Bergisches Land ein. Investitionen in den Klimaschutz stärken auch gleichzeitig die heimische Wirtschaft, speziell das Handwerk.
1;Die Stadt Wuppertal sollte in den Fällen, in denen keine Rechte Dritter verletzt werden, die von der Stadt erstellten Daten frei zur Verfügung stellen. Die Erstellung dieser Daten haben alle in dieser Stadt bereits mit ihren Steuern, Gebühren und Abgaben bezahlt. Bei Bilddaten bietet es sich  z.B. an dem Beispiel des Deutschen Zentrums für Luft- und Raumfahrt (DLR) zu folgen und diese unter eine sogenannte CC-Lizenz zu stellen.
-1;Diese Maßnahme bringt kaum etwas und geht immer auf Kosten anderer Städte. Monheim hat z.B. durch einen sehr niedrigen Gewerbesteuersatz Unternehmen aus Düsseldorf abgezogen. GRÜNE halten andere Kriterien für eine Ansiedlung von Unternehmen für wichtiger, z.B. die Verfügbarkeit von Flächen und eine intensive Unterstützung durch die Wirtschaftsförderung sowie eine verkehrsgünstige Lage. 
1;Seit der Abschaffung der Wuppertaler Baumschutzsatzung durch CDU, SPD und FDP im Jahr 2004 sind sehr viele Bäume der Kettensäge zum Opfer gefallen. Immer wieder sind Wuppertalerinnen und Wuppertaler entsetzt über die zahlreichen Rodungen von Bäumen in unserer Stadt. Bündnis 90/DIE GRÜNEN wollen eine neue bürger*innenfreundliche Baumschutzsatzung, die Baumfällungen nach einer umfangreichen Baumberatung  in begründeten Fällen zulässt, jedoch Ersatzpflanzungen auf geeigneten Flächen vorsieht.
1;Fair, gesund und umweltfreundlich einkaufen vermeidet Müll. GRÜNE legen daher einen Schwerpunkt auf Recycling, Tauschen, Reparatur, Wiederverwendung und auf einen verantwortungsvollen Umgang mit Lebensmitteln. Dabei wollen wir die Bürgerinnen und Bürger aktiv einbeziehen und Initiativen für nachhaltige Lebensstile fördern. Abfallvermeidung ist unser Ziel, die Müllverbrennung ist auf ein Minimum zu reduzieren. Weniger Abfall pro Kopf bedeutet auch weniger CO2-Emissionen.
-1;Den Flächenverbrauch zu reduzieren und dennoch neues Wohnen und Arbeiten zu schaffen ist die zentrale Herausforderung. Das Spannungsfeld zwischen Flächenverbrauch und Flächenschutz aufzulösen ist Ziel des von BÜNDNIS 90/DIE GRÜNEN geforderten strategischen Flächenmanagements. In Wuppertal gibt es eine Vielzahl von kleinen, jahrzehntelang genutzten Industriebrachen. Mit gezielter Förderung des Landes und des Bundes könnten sie für neue innovative und emissionsarme Unternehmen entwickelt werden.
1;Ein eigener Dezernent für Umweltfragen, den es mit Harald Bayer bis 2006 gab, bewertet die Belange der Umwelt weitaus höher als es der jetzige Dezernent für Stadtentwicklung, Bauen, Verkehr und Umwelt leisten kann. Oberbürgermeister Jung gibt vor, im Zweifel die Interessen der Umwelt denen der Wirtschaft unterzuordnen. Die GRÜNEN setzen sich für einen Gleichklang von Ökologie, Ökonomie und sozialem Leben ein. 
1;BÜNDNIS 90/DIE GRÜNEN haben im Februar 2014 ein Bürgerbeteiligungsprojekt „Energiewende in Wuppertal“ beantragt, um gemeinsam mit den Bürger*innen erarbeiten zu können, wie Wuppertal Teil der 100% Erneuerbaren Energieregion Bergisches Land werden kann. Der Antrag wurde leider nicht beschlossen. Wir werden uns weiter dafür einsetzen, dass die Klimaschutzplanung nicht nur aus dem Rathaus heraus bestimmt wird. 
-1;Die neuen Einzelhandelsangebote werden in dem Investorengebäude vor dem Hauptbahnhof angesiedelt. Die vorhandene und bereits geplante zusätzliche Einzelhandelsfläche reicht völlig aus. Der Platz am Kolk soll nach unseren Vorstellungen zu einem attraktiven Stadtplatz umgestaltet werden. Der Betreiber der City-Arkaden (ECE) könnte das Postgebäude am Platz am Kolk umbauen.
-1;IKEA selbst redet jetzt von der Möglichkeit, am Kreuz Wuppertal-Nord nur einen normalen IKEA-Markt zu bauen, ohne Homepark. Dieser Lösung können wir GRÜNE zustimmen.
1;Wir sind für die Umgestaltung des Döppersbergs als ÖPNV-Knotenpunkt und attraktives Eingangstor zur Stadt. Dabei setzen wir uns als einzige Partei mit Nachdruck für eine echte und wirksame Transparenz bei den weiteren Schritten ein, damit weitere erhebliche Kostenexplosionen vermieden werden können. 
-1;Der Carnaper Platz als Veranstaltungsort bietet wichtige Freizeitangebote für Jung und Alt im Bezirk, aber auch für die ganze Stadt. Dabei spielt seine zentrale Lage und seine gute Erreichbarkeit eine wichtige Rolle. Daher ist ein Verkauf der Fläche alleine noch kein Garant für eine Verbesserung der Situation. Außerdem ist zu bezweifeln, dass die Wuppertaler Stadtwerke als Interessent tatsächlich die zusätzliche Fläche benötigt, um das sanierungsbedürftige Hauptgebäude zu ersetzen. Das Interesse der Öffentlichkeit an einem zentralen Veranstaltungsort für Kirmes und andere Events ist daher gegenüber den Konzerninteressen angemessen zu berücksichtigen.
1;Stadt und Universität stehen in einer engen Wechselbeziehung zueinander. Die Stadt profitiert in vielfältiger Art und Weise von der Hochschule und ihren Angehörigen. Und natürlich prägen die Mitarbeiter*innen und die Studierenden in besonderem Maße das Stadtleben. Daher setzen wir uns dafür ein, die Studierenden an den Wohnstandort Wuppertal zu binden. Die Stadt kann hier u. a. mit bezahlbarem Wohnraum für Studierende gegenüber anderen Städten im Umfeld punkten und werben.
-1;GRÜNE  machen Wuppertal zur Fahrradstadt. Die Nordbahntrasse wird voraussichtlich Ende 2014 durchgängig befahrbar sein und damit das Highlight des innerstädtischen und touristischen Radverkehrs sein. Das Fahrrad, Pedelec und E-Bike werden somit auch mehr und mehr alltagstauglich. Die Förderung der Elektromobilität ist daher nicht nur auf Autos zu beschränken, sondern bezieht Rad fahrende mit ein. Wir fordern ein sicheres Radwegenetz in Wuppertal mit einem abgestimmten Radverkehrskonzept. 
1;Um den Anforderungen des Klimaschutzes, der Luftreinhaltung, der Lärmreduzierung und den Bedürfnissen der Wuppertaler*innen gerecht zu werden, ist ein zukunftsfähiges Mobilitätskonzept notwendig. Durch die 2012 von SPD, CDU und FDP beschlossenen Kürzungen des ÖPNV-Angebotes hat unsere Stadt bereits an Attraktivität verloren. Wir werden uns für die Stärkung des Umweltverbundes (ÖPNV, Rad- und Fußgängerverkehr) einsetzen, damit immer mehr Bürger*innen umwelt- und klimafreundlich unterwegs sein können. 
1;BÜNDNIS 90/DIE GRÜNEN setzen sich für einen Ausbau des ÖPNVs ein. Das bedeutet, den ÖPNV so attraktiv zu gestalten, dass er auch in den Abend- und Nachtstunden stärker genutzt wird und das Angebot erweitert werden kann. 
-1;BÜNDNIS 90/DIE GRÜNEN sprechen sich gegen den autobahnähnlichen Ausbau der Parkstraße/ L419 mit Anschluss an die A1 aus und wollen sie stattdessen mit einer Sanierung in einen Zustand versetzen, der dem heutigen Verkehrsaufkommen gerecht wird, aber eine Verdoppelung des Verkehrs durch den Ausbau mit Autobahnanbindung verhindert. 
-1;BÜNDNIS 90/DIE GRÜNEN setzen sich für Barrierefreiheit im gesamten öffentlichen Verkehr ein und wollen damit für alle Menschen mit Mobilitätseinschränkungen Verbesserungen schaffen. Wir machen daher keinen Unterschied zwischen Rollstühlen und Kinderwagen.
1;Die muslimische Gemeinde in Wuppertal wächst und wir GRÜNEN unterstützen sie in der freien Ausübung ihrer Religion. Neben Gebetsräumen wird es ein generationenübergreifendes Wohnprojekt geben und Begegnungsstätten, die allen Bürger*innen offen stehen. Ebenso sind Arztpraxen, Therapie- und Pflegeeinrichtungen geplant. Wir sind sicher, dass der Neubau zu einem guten Zusammenleben beitragen wird.
1;Für eine lebendige und attraktive Stadt sind außengastronomische Angebote wichtig. Daher ist eine sinnvolle Gebührengestaltung, die einen Ausgleich zwischen den verschiedenen Interessen schafft, anzustreben.  
1;Wir GRÜNE möchten langfristig weitere Hundeauslauf- bzw. Freilaufflächen schaffen, auch innerstädtisch, damit Hund auch Hund sein darf. Hier bietet sich z.B. eine Umnutzung von Brachflächen an. Bisher gibt es 5 Hundeauslaufgebiete, warum sollen nicht 2-3 innerstädtische dazu kommen? Des Weiteren unterstützen wir keine Bestrebungen, die über das Landeshundegesetz oder sonstige Gesetze hinaus gehen, das wäre auch rechtlich gar nicht möglich, das heißt auf Waldspaziergängen müssen nach wie vor nur „gefährliche Hunde“ angeleint werden und Maulkorb tragen. 
1;Es muss aber immer wieder darauf hingewiesen werden, dass die Stadt Wuppertal finanzielle Hilfe des Bundes im Bereich der Kosten für Sozialleistungen benötigt. Viele Aufgaben sind vom Bund auf die Kommunen übertragen worden, ohne einen entsprechenden finanziellen Ausgleich zu schaffen, dabei steigen die Kosten ständig an und sind von den Kommunen kaum noch aufzubringen. Stattdessen werden Standards reduziert, um Pflichtleistungen überhaupt noch erbringen zu können. Gleichzeitig muss aber auch wieder mehr in präventive Maßnahmen investiert werden, um Folgekosten geringer zu halten.
1;Immer mehr Menschen nutzen Laptops, Smartphones und Tablet-Computer, um sich über interessante Orte und Veranstaltungen zu informieren. Damit sie das auch als Besucher*innen von außerhalb und Besucher*innen der Außengastronomie tun können, sollte es ein flächendeckendes, kostenloses WLAN geben. Wir unterstützen die Freifunk-Aktivitäten des Vereins /dev/tal e.V. 